fein	filing_date	stmt_of_purpose
320261204	2017-11-21	TO PROMOTE ENVIRONMENTAL AWARENESS AMONG AMERICAN LATINO AUDIENCES AND CREATE A PLATFORM FOR DIALOGUE AND MOBILIZATION FOR A JUST SOCIETY TO ENSURE THAT EVERYONE HAS ACCESS TO A HEALTHY ENVIRONMENT.
841071772	2018-01-26	THE PURPOSES OF THE PTA ARE: TO PROMOTE THE WELFARE OF CHILDREN AND YOUTH IN HOME, SCHOOL, COMMUNITY, AND PLACE OF WORSHIP; TO RAISE THE STANDARDS OF HOME LIFE; TO SECURE ADEQUATE LAWS FOR THE CARE AND PROTECTION OF CHILDREN AND YOUTH; TO BRING INTO CLOSER RELATION THE HOME AND THE SCHOOL, THAT PARENTS AND TEACHER MAY COOPERATE INTELLIGENTLY IN THE EDUCATION OF CHILDREN AND YOUTH; AND TO DEVELOP BETWEEN EDUCATORS AND THE GENERAL PUBLIC SUCH UNITED EFFORTS AS WILL SECURE FOR ALL CHILDREN AND YOUTH THE HIGHEST ADVANTAGES IN PHYSICAL, MENTAL, SOCIAL, AND SPIRITUAL EDUCATION.  THE PUPOSES OF THE PTA ARE PROMOTED THROUGH AN ADVOCACY AND EDUCATIONAL PROGRAM DIRECTED TOWARD PARENTS, TEACHERS, AND THE GENERAL PUBLIC; DEVELOPED THROUGH CONFERENCES, COMMITTEES, PROJECTS, AND PROGRAMS; AND GOVERNED AND QUALIFIED BY THE BASIC POLICIES SET FORTH.
841340018	2017-08-04	PEAK ATHLETICS BOOSTER CLUB SEEKS TO FOSTER NATIONAL AND INTERNATIONAL AMATEUR COMPETITION AS WELL AS SUPPORT AND DEVELOP AMATEUR ATHLETES FOR SUCH COMPETITION. THE CLUB CURRENTLY SERVES OVER 300 ATHLETES.
274198731	2018-06-25	EAGLE VALLEY HIGH SCHOOL FOUNDATION WAS FORMED TO SUPPORT THE STUDENTS, FACULTY, ATHLETES, CLUBS & ORGANIZATIONS OF EAGLE VALLEY HIGH SCHOOL IN GYPSUM, COLORADO.  THE FOUNDATION SEEKS TO PROVIDE MONETARY SUPPORT AS WELL AS TO PROMOTE THE SCHOOL AS A PREMIER PUBLIC SCHOOL IN OUR COMMUNITY.
870689843	2018-07-18	THIS ORGANIZATIONS PRIMARY PURPOSE TO DATE IS TO SERVE INDIVIDUALS WITH AUTISM AND SENSORY AND MOTOR DEFICITS.  GIVING THE ABILITY TO EXPERIENCE THE JOYS OF HORSES WHILE BUILDING SELF-ESTEEM AND DEVELOPING BODY AWARENESS AND STRENGTH AND COORDINATION.  IT IS ALSO SUPPORTS THE MODERN PENTATHLON, DENVER UNIVERSITY AND COLORADO COLLEGE EQUESTRIAN TEAMS WITH ASSISTANCE IN DONATED HORSES AND FUNDING FOR TRAINING AND PREPARATION FOR HORSE SHOWS.
811079489	2018-08-10	TO CREATE, FUND AND SUPPORT PROGRAMS DESIGNED TO ASSIST THE RESIDENTS OF VALOR POINT HOMELESS DOMICILIARY AND OTHER SHELTERS FOR HOMELESS VETERANS TO OBTAIN ASSISTANCE AND THE NECESSITIES OF DAILY LIFE, AND TO ASSIST TO TRANSITION OUT OF SHELTERS INTO STABLE AND SAFE LIVING SITUATIONS.
841517508	2018-08-15	THE ORGANIZATION MAINTAINS A FUND TO SUPPORT THE POUDRE RIVER REGIONAL PUBLIC LIBRARY DISTRICT. FUND EARNINGS ARE USED TO SUPPORT MAJOR CAPITAL INVESTMENTS AT THE LIBRARY.
811099096	2018-08-17	PURPOSE: TO PROMOTE CREATIVE AND CRITICAL THINKING FOR ALL AGES.   MISSION: TO TEACH PHILOSOPHICAL INQUIRY TO CHILDREN, TEENS, AND ADULTS THROUGH LITERATURE AND POPULAR CULTURE. WE MAINTAIN ONGOING PHILOSOPHY DISCUSSION GROUPS FOR AGES 8 AND UP. OUR PHILOSOPHY IN PUBLIC SPACES PROGRAM PARTNERS WITH LOCAL BUSINESSES AND AGENCIES TO MAKE PROFOUND THINKING PART OF THE LIFE OF OUR COMMUNITY. THROUGH DISCUSSIONS, CAMPS, AND SPECIAL EVENTS, WE SERVE AT LEAST 400 FAMILIES A YEAR.
271518112	2018-01-31	IN THE 2016-17 SCHOOL YEAR, CROSSROADS SCHOOL SERVED A TOTAL OF 35 STUDENTS, DEVELOPED ADDITIONAL COMMUNITY PARTNERSHIPS, AND GRADUATED SIX MORE STUDENTS FOR A TOTAL OF 14 TO DATE. THE MISSION OF CROSSROADS IS TO ASSIST STUDENTS WHO HAVE EXPERIENCED ACADEMIC AND/OR BEHAVIORAL STRUGGLES IN TRADITIONAL SCHOOLS TO REACH THEIR POTENTIAL THROUGH AN INDIVIDUALLY DISTINCTIVE, LEARNER-APPROPRIATE PROGRAM.  CROSSROADS SCHOOL ASSESSES THE ACADEMIC AND BEHAVIORAL NEEDS OF EACH STUDENT, THEN DEVELOPS INDIVIDUALIZED CURRICULUM AND REMEDIATION PROGRAMS TO MEET THOSE NEEDS. STUDENTS SHOW SIGNIFICANT IMPROVEMENT IN BOTH ACADEMICS AND BEHAVIOR, AS DEMONSTRATED THROUGH QUANTITATIVE AND QUALITATIVE ASSESSMENTS CONDUCTED ANNUALLY.
260317963	2017-09-01	REDLINE IS A DIVERSE URBAN LABORATORY WHERE ART, EDUCATION AND COMMUNITY CONVERGE. REDLINE SEEKS TO NOURISH THE INDIVIDUAL PRACTICE OF CONTEMPORARY ART AND TO STIMULATE THE CREATIVE POTENTIAL OF THE LOCAL COMMUNITY TO WHICH WE ARE LINKED. REDLINE IS DEDICATED TO PROVIDING EMERGING AND MID-CAREER VISUAL ARTISTS WITH AN IMMERSIVE ENVIRONMENT FOR STUDIO PRACTICE, REFLECTION, COLLEGIAL DIALOGUE AND COMMUNAL SERVICE. BY OFFERING A STATE-OF-THE-ART FACILITY, CHALLENGING EXHIBITION PROGRAMS, AND STRONG CONNECTIONS TO THE INSTITUTIONAL AND CRITICAL VANGUARDS OF CONTEMPORARY ART, REDLINE PROVIDES ARTISTS WITH UNPARALLELED RESOURCES FOR CREATIVE GROWTH, GREATER VISIBILITY, AND CAREER ENHANCEMENT. BY TRAINING ARTISTS TO SERVE THE COMMUNITY AS EDUCATORS, REDLINE INSPIRES AND IMPACTS NEW GENERATIONS OF CULTURAL AND CIVIC TRANSFORMERS. CURRENTLY, WE HAVE 19 ARTISTS AT REDLINE PARTICIPATING IN OUR PROGRAM, BUT OUR BUILDING IS OPEN TO THE COMMUNITY TO ENJOY. EVERY YEAR, REDLINE WILL SHOW MULTIPLE EXHIBITIONS IN THE SPACE THAT ENGAGE COMMUNITY, EDUCATE YOUTH AND FACILITATE DIALOGUE AROUND SOCIAL CHANGE.
273020430	2018-05-09	PURPOSES.  THE CORPORATION IS ORGANIZED AND SHALL BE OPERATED EXCLUSIVELY FOR RELIGIOUS AND CHARITABLE PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE.  SUBJECT TO THE FOREGOING, THE SPECIFIC PURPOSES AND OBJECTIVES OF THE CORPORATION SHALL INCLUDE BUT NOT BE LIMITED TO THE FOLLOWING:  OPERATING A RESIDENTIAL FACILITY FOR ADULTS WITH INTELLECTUAL DISABILITIES;  PROVIDING A SAFE ENVIRONMENT IN WHICH THE POTENTIAL OF EACH PARTICIPANT CAN BE REALIZED;  EMPOWERING ADULTS WITH INTELLECTUAL DISABILITIES TO PARTICIPATE IN AND CONTRIBUTE TO THEIR COMMUNITY;  OPERATING ACTIVITIES AND EVENTS THAT PROMOTE UNDERSTANDING AND FACILITATE DIALOGUE BETWEEN ADULTS WITH INTELLECTUAL DISABILITIES AND THEIR COMMUNITY;  IDENTIFYING, CULTIVATING, AND SOLICITING THE CHARITABLE INTEREST OF INDIVIDUALS, FAMILIES, BUSINESSES, AND FOUNDATIONS TO SUPPORT THE FOREGOING PROGRAMS AND ACTIVITIES;  COOPERATING WITH AND SUPPORTING ORGANIZATIONS AND AGENCIES THAT ARE ORGANIZED AND OPERATED FOR SIMILAR PURPOSES; AND  SUPPORTING, ENCOURAGING, AND FACILITATING THE SPREAD AND GROWTH OF THE CHRISTIAN FAITH.
841234219	2018-07-18	DOWNTOWN AURORA VISUAL ARTS' MISSION IS TO STRENGTHEN THE COMMUNITY THROUGH THE ARTS WITH YOUTH AS ITS PRIMARY FOCUS.  DAVA ACCOMPLISHES THIS BY:  PROVIDING EFFECTIVE RISK PREVENTION PROGRAMS FOR THE YOUTH OF ORIGINAL AURORA THAT USE THE VISUAL ARTS TO PROVIDE A SAFE CONSTRUCTIVE LEARNING ENVIRONMENT, IMPROVE COMMUNICATION SKILLS, BUILD SELF-ESTEEM, INCREASE CONNECTION TO THE COMMUNITY, AND TEACH BASIC LIFE SKILLS.      DEVELOPING AND FOSTERING A SENSE OF COMMUNITY PRIDE BY HELPING RESIDENTS TO RESPECT, WORK WITH, AND CELEBRATE THE DIFFERENT CULTURES THAT MAKE UP THE COMMUNITY.  DEVELOPING THE ORIGINAL AURORA ARTS DISTRICT AS PART OF CITY OF AURORA S ECONOMIC DEVELOPMENT STRATEGY TO BRING NEW BUSINESSES, NEW RESIDENTS AND MOVE VISITORS TO THE AREA.  ESTABLISHING A STRONG, STABLE COMMUNITY-BASED ARTS ORGANIZATION.
841275420	2018-08-06	CHRISTIAN MINISTRY TO COLLEGE STUDENTS
901069610	2017-08-11	FUNDRAISING TO SUPPLY SCHOOLS FOR CHILDREN ATTENDING HIGH TECH ELEMENTARY SCHOOL.
841469785	2017-08-23	TO PROTECT THE WATER QUALITY AND ECOLOGICAL HEALTH OF  THE UPPER SOUTH PLATTE WATERSHED THROUGH THE COOPERATIVE  EFFORTS OF WATERSHED STAKEHOLDERS, WITH EMPHASIS ON   COMMUNITY VALUES AND ECONOMIC SUSTAINABILITY. THE ASSOCIATION PUBLISHES A QUARTERLY NEWSLETTER, THE WATERSHED WATCH, HAS PUBLISHED VARIOUS REPORTS,AND IS ACTIVELY WORKING ON ENVIROMENTAL EDUCATION AND WATERSHED   PROTECTION AND RESTORATION.
846049393	2017-08-16	OPERATES LITTLE LEAGUE BASEBALL LEAGUE FOR NUMEROUS TEAMS & INDIVIDUALS.PROMOTES LOCAL YOUTH RECREATION & DEVELOPMENT BY PROVIDING SURROUNDINGS AND ACTIVITIES
481062723	2018-05-16	TO WORK FOR THE RENEWAL OF THE CHURCH OF JESUS CHRIST IN ALL HER MULTI-FACETED EXPRESSIONS THROUGH PUBLISHING BOOKS AND NEWSLETTERS AND ORGANIZING RETREATS AND CONFERENCES.  CURRENTLY 8,000 PEOPLE RECEIVE PERIODIC COMMUNICATIONS, MAINLY THROUGH EMAIL.  SIXTEEN BOOKS HAVE BEEN PUBLISHED OVER THE PAST 20 YEARS THAT HAVE SOLD APPROXIMATELY THREE-QUARTER-MILLION COPIES. UNCOUNTED NUMBERS OF PEOPLE PARTICIPATE IN SPIRITUAL FORMATION GROUPS AS A RESULT OF READING OUR PUBLICATIONS AND ATTENDING OUR CONFERENCES.
840833340	2017-11-22	COLORADO SOCCER ASSOCIATION (CSA), A NON PROFIT EDUCATIONAL AND SERVICE ORGANIZATION, OVERSEES COLORADO SOCCER, BENEFIT PLAYERS AND MEMBERS, ADVANCES AND HONORS THE GAME BY PROVIDING CRITICAL INFRASTRUCTURE AND PROMOTING SPORTSMANSHIP AND FAIR PLAY IN A SAFE AND ENJOYABLE ENVIRONMENT.PLAYER MEMBERS TOTAL 70,000.
846025592	2018-04-12	JEFFERSON SYMPHONY ASSOCIATION (JSA)CONDUCTS SEVERAL  CLASSICAL CONCERTS DURING THE YEAR AND ONE FREE SUMMER POPS CONCERT IN GOLDEN FOR THE BENEFIT OF THE GENERAL PUBLIC. APPROXIMATELY 3,100 PEOPLE ATTENDED LAST YEAR'S CLASSICAL CONCERT SEASON AND SUMMER CONCERT SEASON. OUR INTERNATIONAL YOUNG ARTISTS COMPETITION ALLOWS YOUNG MUSICIANS INTERNATIONALLY TO ACQUIRE EXPERIENCE IN PERFORMING AND AWARDS PRIZES AND SCHOLARSHIPS TO WINNERS. IN RECENT YEARS THERE HAVE BEEN ABOUT 15 COMPETITORS ANNUALLY. FUNDS ARE OBTAINED FROM FOUNDATION, CORPORATE AND GOVERNMENT GRANTS, INDIVIDUAL DONATIONS, SEASON TICKET SALES, AND SINGLE CONCERT ADMISSION FEES. ANNUAL FUND-RAISING EVENTS ALSO SUPPORT THESE PROGRAMS.
841041149	2018-05-16	"THE MISSION OF THE BOULDER SHELTER FOR THE HOMELESS IS TO PROVIDE SAFE SHELTER, FOOD, SUPPORT SERVICES, AND AN AVENUE TO SELF-SUFFICIENCY TO HOMELESS ADULTS IN OUR COMMUNITY.  WE SERVE OVER 1000 PEOPLE AND PROVIDE OVER 83,500 MEALS EACH YEAR.  OTHER SERVICES INCLUDE CASE MANAGEMENT, PHONE/MAIL SERVICE, ACCESS TO SHOWERS AND LAUNDRY FACILITIES, HEALTH CARE, AND STORAGE. WE PUBLISH A QUARTERLY NEWSLETTER ""UNDER OUR ROOF"" AND AN ANNUAL REPORT."
822218457	2018-07-17	UNDERTAKING VARIOUS CHARITABLE, HUMANITARIAN, AND EDUCATIONAL PROJECTS, SUCH AS PROVIDING FOOD, CLOTHING, TOYS, AND OTHER ITEMS AND ASSISTANCE, TO HELP MEET THE NEEDS OF POOR AND DISADVANTAGED CHILDREN AND THEIR FAMILIES.
841517957	2017-11-22	TO PROMOTE AND ADVANCE SUSTAINABLE NATURAL RESOURCE MANAGEMENT THOUGHOUT THE CLEAR CREEK WATERSHED AND SERVE AS A MODEL FOR THE ARID MOUNTAIN WEST.    PRIMARY SURFACE WATER USERS FROM WATERSHED:    TOWN OF SILVER PLUME,  TOWN OF GEORGETOWN,  TOWN OF EMPIRE,  CITY OF IDAHO SPRINGS,  CITY OF CENTRAL,  CITY OF BLACK HAWK,  CITY OF GOLDEN,  COORS BREWING COMPANY,  CITY OF ARVADA,  CONSOLIDATED MUTUAL WATER COMPANY , PUBLIC SERVICE COMPANY/XCEL ENERGY,  CITY OF NORTHGLENN,  CITY OF THORNTON,  CITY OF WESTMINSTER.    PRIMARY GROUNDWATER USERS IN WATERSHED:    CAMPGROUNDS IN THE CLEAR CREEK RANGER DISTRICT  OF THE ARAPAHO & ROOSEVELT NATIONAL FOREST,   ST. MARY'S WATER & SANITATION DISTRICT,  TRAILER PARKS & CAMPSITES,  RESTAURANTS  LODGES  SCHOOLS  PRIVATE HOME OWNERS    PUBLICATIONS ISSUED:    2007 CLEAR CREEK WATERSHED REPORT: EXPLORING WATERSHED SUSTAINABILITY  CLEAR CREEK WATERSHED: STATUS REPORT, WINTER 2002-2003  REPORT CARD: HEALTHY WATERSHED 2000, CLEAR CREEK WATERSHED, COLORADO    THE CLEAR CREEK WATERSHED FOUNDATION CONTINUES TO CULTIVATE A CULTURE OF COOPERATION BY PROVIDING NUMEROUS OPPORTUNITIES FOR WATERSHED STAKEHOLDER INVOLVEMENT AND INPUT ON WATERSHED THREATS AND OPPORTUNITIES TO MITIGATE THESE THREATS - MOST VISIBLE ARE THE CLEAR CREEK WATERSHED FORUMS AND PROJECT PARTNERSHIPS.
841308119	2018-05-10	THE CCP PERFORMS PUBLIC, EDUCATIONAL, AND OUTREACH CONCERTS. LAST YEAR 11,000 PEOPLE HEARD THE CCP. THE CCP HAS RECORDED ONE CD AND A SECOND IS IN PROCESS. THE CCP REGULARLY PERFORMS AT SENIOR CENTERS, PUBLIC SCHOOLS, AND FOR UNDERSERVED GROUPS.
840959900	2018-05-16	THE PURPOSE IS TO INVOLVE LOW-INCOME AND DISENFRANCHISED COMMUNITIES IN BOULDER COUNTY IN OPPORTUNITIES FOR SELF-DETERMINATION IN THE COMMUNITY.  WE ALSO INTEGRATE CULTURAL DIVERSITY AND ADDRESS ISSUES THAT AFFECT YOUTH, FAMILIES AND PEOPLE OF COLOR.
813887892	2016-12-09	WE MAKE AND SEND HANDMADE/HANDPAINTED CHRISTMAS ORNAMENTS TO TROOPS DEPLOYED IN NON-COMBAT AREAS.  THESE ARE THE TROOPS THAT ARE FORGOTTEN OVER THE HOLIDAYS AND WE TRY TO REACH AS MANY AS POSSIBLE EACH YEAR.
846037688	2017-09-01	THE FOUNDATION IS AN EDUCATIONAL ORGANIZATION DESIGNED TO FOSTER A SCHOLARLY, YET PRACTICAL, STUDY OF BOTH DOMESTIC AND INTERNATIONAL NATURAL RESOURCES LAW AND RELATED SUBJECTS. WE SPONSOR CONTINUING LEGAL EDUCATION INSTITUTES, PUBLISH RESEARCH PERIODICALS, COMPILE VARIOUS OTHER PUBLICATIONS, AS WELL AS AWARD GRANTS AND SCHOLARSHIPS. APPROXIMATELY 2,276 SEMINAR REGISTRANTS, IN ADDITION TO 5,745 CLIENTS FOR OUR PUBLICATIONS, PERIODICALS, CD-ROM AND AUDIOTAPES WERE SERVED IN THE YEAR 2016.
200873516	2018-05-18	NEW CARING AND SHARING'S PURPOSE IS TO LIFT THE BURDEN OF NEED THROUGH FREE FOOD AND BASIC NEEDS AT THRIFT STORE PRICES.  WE SERVE OVER 500 INDIVIDUAL SINGLES AND FAMILIES A MONTH.  WE INCLUDE DONATORS IN A QUARTERLY NEWSLETTER.  NON-MEASURABLE ACHIEVEMENTS ARE HELP FOR SENIORS AT DAYCARE, MEALS FOR HUNGRY AT THE LIGHTHOUSE HOT MEAL KITCHEN
840446349	2017-08-25	THE BOULDER DAY NURSERY ASSOCIATION OPERATES THE BOULDER DAY NURSERY AND ITS RELATED PROGRAMS, WHICH PROVIDE HIGH QUALITY CHILD CARE, EARLY LEARNING PROGRAMS AND FAMILY SERVICES FOR LOW-INCOME FAMILIES IN ENVIRONMENTS THAT RESPECT DIVERSE ETHNIC, CULTURAL AND SOCIAL TRADITIONS.
841286712	2017-11-21	TO SUPPORT SUNSET MIDDLE SCHOOL'S LEARNING ENVIRONMENT.
841593031	2018-07-23	CFI IS A PUBLIC CHARITY DEDICATED TO SUPORTING CHURCHES, CHRISTIAN ORPHANAGES, AND CHRISTIAN MISSIONARIES WITH INTEGRITY GIVING.  AT THIS POINT WE SUPPORT CHURCHES AND ORPHANAGES IN CAMBODIA, NEPAL, BHUTAN, VIET NAM, RUSSIA, AND ROMANIA.  WE GIVE 100% OF THE DONATIONS WE RECIEVE TO THE DESIGNATED RECIPIENT.  CLOSE TIES ARE KEPT PERSONALLY BETWEEN US AND EACH MISSION.
840888141	2018-07-20	ACTS AS A COMPREHENSIVE FUNDRAISING VEHICLE FOR VARIOUS NON-PROFIT AGENCIES WITHIN GARFIELD COUNTY. DEVELOPS PROGRAMS THAT ADDRESS SPECIFIC COMMUNITY ISSUES. COORDINATES EFFORTS BETWEEN NON-PROFITS IN GARFIELD COUNTY FOR EMERGENCY HUMAN SERVICES CARE.
990310074	2018-08-22	TO ACT AS AN INTERNATIONAL RESOURCE AGENCY COMMITTED TO PROVIDING RELIEF AND PUBLIC POLICY ASSISTANCE THROUGH CREATING MODELS AT LOCAL LEVELS.
474382124	2018-01-18	NC-SARA IS COMMITTED TO SUPPORTING THE ESTABLISHMENT OF AN EFFECTIVE AND EFFICIENT STATE-LEVEL RECIPROCITY PROCESS THAT WILL ALLOW STUDENTS ACROSS THE COUNTRY TO ENJOY INCREASED ACCESS TO HIGHER EDUCATION OPPORTUNITIES AND WILL REFLECT THE CORE AIMS OF EFFICIENTLY ENSURING QUALITY PROGRAMS AND CONSUMER PROTECTION IN A RAPIDLY CHANGING EDUCATION LANDSCAPE.    AS OF JANUARY, 2016, 47 STATES (PLUS THE DISTRICT OF COLUMBIA) ARE MEMBERS OF NC-SARA. ABOUT 1,400 COLLEGES AND UNIVERSITIES CURRENTLY PARTICIPATE.
841280105	2018-02-14	THE GREELEY CHILDREN'S CHORALE EXISTS TO TRAIN AND PROTECT THE UNCHANGED CHILD VOICE AS WE PERFORM DIVERSE CHORAL LITERATURE.  WE DISCIPLINE OURSELVES TO ACHIEVE THE HIGHEST ARTISTIC RESULT.  WE EXIST TO COMPLEMENT MUSIC EDUCATION IN THE SCHOOLS.  WE CURRENTLY SERVE APPROXIMATELY 100 SINGERS IN OUR ORGANIZATION.  WE PERFORM FORMAL AND INFORMAL CONCERTS IN SUPPORT OF OUR COMMUNITY.
742362156	2018-02-01	TO BRING PERFORMING ARTISTS TO THE RESIDENTS OF OURAY COUNTY (APPROX. POPULATION 3500). TYPICALLY, 9 - 11 PUBLIC PERFORMANCES ARE GIVEN, 2 - 3 OF WHICH ARE FREE. TWO TO THREE SPECIAL PERFORMANCES ARE GIVEN AT THE TWO SCHOOL SYSTEMS IN THE COUNTY.    IN ADDITION, MODEST SCHOLARSHIPS ARE GIVEN TO HIGH SCHOOL AND FIRST YEAR COLLEGE STUDENTS MAJORING OR MINORING IN PERFORMING ARTS.
237414147	2017-11-22	THE SAN JUAN SYMPHONY PRODUCES SYMPHONY CONCERTS UTILIZING TALENT FROM SAN JUAN COLLEGE, FORT LEWIS COLLEGE AND THE FOUR CORNERS AREA.  THESE CONCERTS PROVIDE PROFESSIONAL EXPERIENCE TO THE MUSICIANS AND ENJOYMENT TO THE AUDIENCES.  MUSICIANS TOTALED APPROXIMATELY 80 ARTISTS FOR EACH OF THE EIGHT CONCERTS WITH AUDIENCES RANGING FROM 200 TO 600 AT EACH PERFORMANCE.  AN EXTENSIVE EDUCATION PROGRAM IS IMPLEMENTED THOUGHOUT THE AREA FOR ELEMENTRY AND MIDDLE SCHOOLS IMPACTING APPROXIMATELY 1,000 STUDENTS. THE SAN JUAN SYMPHONY YOUTH ORCHESTRAS HAVE A COMBINED TOTAL OF 100 STUDENTS.
840936638	2018-08-22	WE ARE A PARENT TEACHER ORGANIZATION, ASSOCIATED WITH COLORADO PTA AND NATIONAL PTA.  OUR PURPOSE IS TO SUPPORT THE CHILDREN AT SIERRA ELEMENTARY SCHOOL.  WE PUBLISH A NEWSLETTER FOR THE SIERRA COMMUNITY MONTHLY.
824518688	2018-03-02	DEVELOP ANS TEACH PROGRAMS TO IMPROVE MENTAL AND PHYSICAL HEALTH WITH BOXING CONDITIONING.
742277812	2017-11-07	THE ORGANIZATION IS A CHRISTIAN, LIFE-AFFIRMING ORGANIZATION PROVIDING CONFIDENTIAL ADVISEMENT, EDUCATION, AND PRACTICAL ASSISTANCE TO PREGNANT, PARENTING, AND POST ABORTIVE INDIVIDUALS.
840194430	2018-05-25	EBEN EZER'S EXEMPT PURPOSE IS BEST DESCRIBED BY ITS MISSION STATEMENT: OUR MISSION AS A CHRISTIAN MINISTRY IS TO BE A CARING COMMUNITY OF HOUSING, HEALTH CARE, SPIRITUAL, AND SUPPORTIVE SERVICES TO OLDER PERSONS AND OTHERS WITH NEEDS.  WE PROVIDE ON CAMPUS THE FOLLOWING: GOVERNMENT SUBSIDIZED INDEPENDENT HOUSING (30 APARTMENTS), INDEPENDENT ASSISTED LIVING (18 RESIDENTS), ASSISTED LIVING ( 50 RESIDENTS)AND SKILLED NURSING ( LICENSED FOR 125 BEDS).  IN THE HOMES OF PEOPLE IN THE COMMUNITY WE PROVIDE LIFELINE, AN ELECTRONIC SAFETY DEVICE (330 CLIENTS), AND PERSONAL CARE AND HOMEMAKING (ASSISTANCE WITH BATHS, HOUSE CLEANING, COOKING MEALS, ETC.) (145 CLIENTS).  MANY PROSPECTIVE CLIENT FAMILIES COMMENT THAT EBEN EZER IS THE CLEANEST AND NICEST FACILITY IN NORTHEASTERN COLORADO AND ALONG THE FRONT RANGE.
814531322	2018-07-26	THE DJR MEMORIAL FOUNDATION WAS ESTABLISHED TO HELP UNDERPRIVILEGED FAMILIES.    OUR INITIAL FOCUS IS A YOUTH SPORTS TEAM WITH A TOTAL OF ABOUT 40 STAKEHOLDERS, INCLUDING PLAYERS AND FAMILIES.
463332751	2018-08-16	ORGANIZATION IS A NONPROFIT CREATED AS A RESOURCE CENTER AND TO PROVIDE SOCIO-ECONOMIC EMPOWERMENT THROUGH EDUCATION/VOCATIONAL AND LIFE SKILLS TRAINING TO VICTIMS OF HUMAN TRAFFICKING & DOMESTIC VIOLENCE; CREATE COMMUNITY AWARENESS THROUGH TRAININGS, WORKSHOPS, SEMINARS AND CONFERENCES; AND MENTORSHIP PROGRAMS.  NUMBER OF CLIENT DEPENDS ON SURVIVORS READY TO MOVE TO THE NEXT STEP OF THEIR HEALING.  WE HAVE SUCCESSFULLY CARRIED OUT MENTORSHIP SESSIONS, CONFERENCE, WORKSHOP, PRESENTATIONS, TRAINING, AND AWARENESS CAMPAIGNS IN CHURCHES, SCHOOLS, AND OTHER PUBLIC FACILITIES.
752814886	2017-08-10	WRITING, PUBLISHING, AND SPEAKING ON CHRISTIAN PARENTING, MOTHERHOOD, AND HOME EDUCATION
840519618	2018-04-11	TO PROVIDE MENTAL HEALTH CARE TO THE RESIDENTS OF ADAMS COUNTY.
454871471	2018-05-09	HISTORIC FRASER, INC. IS ORGANIZED FOR, AND WILL BE OPERATED FOR THE FOLLOWING PURPOSES: 1. TO PROVIDE PUBLIC ACCESS TO AND EDUCATION CONCERNING THE HISTORY OF THE FRASER VALLEY, COLORADO. 2. EDUCATIONAL PURPOSES AS DEFINED IN SECTION 501 (C) (3) OF THE INTERNAL REVENUE CODE. 3. THE RESTORATION OF THE 4 BAR 4 HOTEL AND FORD BARN WILL BE EXECUTED IN KEEPING WITH THE SECRETARY OF THE INTERIORS STANDARDS FOR HISTORIC PRESERVATION.
812766576	2018-05-09	WE ARE A SMALL, NON-PROFIT FOSTER BASED DOG RESCUE.
841157625	2018-07-20	L.A.P.S.'S PURPOSE IS TO DEVELOP AND SUPPORT PROGRAMS TO HELP SUMMIT COUNTY PETS AND THEIR OWNERS.  OUR COMPREHENSIVE SPAY/NEUTER PROGRAMS HELP PAY FOR SPAY/NEUTER PROCEDURES FOR LOW-INCOME APPLICANTS, SHELTER ADOPTED PETS AND SPAY/NEUTER VOUCHERS FOR DISCOUNTED PROCEDURES.  WE ALSO OFFER ASSISTANCE TO LOW-INCOME APPLICANTS IN THE PAYMENT OF VETERINARY BILLS FOR MEDICAL/SURGICAL PROBLEMS.  IN 2017, WE ASSISTED IN THE SPAYING OR NEUTERING OF 411 ANIMALS AND HELPED WITH THE MEDICAL/SURGICAL VETERINARY BILLS OF 50 ANIMALS.  WE ISSUE AN ONLINE NEWSLETTER QUARTERLY AS WELL AS EMAIL IT TO OUR MEMBERSHIP.  ACHIEVEMENTS THAT ARE NOT MEASURABLE INCLUDE BRINGING THE COMMUNITY OF PET LOVERS TOGETHER FOR OUR FUNDRAISERS AND HELPING TO EDUCATE THE COMMUNITY ON THE IMPORTANCE OF RESPONSIBLE PET OWNERSHIP.
472008663	2018-07-17	PROMOTING RESPONSIBLE PATIENT CARE THROUGH EDUCATION AND RESEARCH FOR MEDICAL MARIJUANA PROFESSIONALS. INCLUDES EDUCATIONAL LECTURES AND RESEARCH THROUGH SOCIETY OF CANNABIS CLINICIANS COLORADO GROUP AND A BI-ANNUAL EDUCATIONAL CONFERENCE, MARIJUANA FOR MEDICAL PROFESSIONALS. HCU EDUCATION HAS PROVIDED OVER 36 HOURS OF ACCREDITED CME AND CE EDUCATION SINCE ITS INCEPTION. WE HAVE TAUGHT OVER 800 PEOPLE AT OUR CONFERENCES AND LECTURES. WE OFFER A MONTHLY LECTURE AND CONDUCT RESEARCH INTO CANNABIS USE.
